"","phylum","class","order","family","genus","species"
"190195","Actinobacteria","Actinobacteria","Propionibacteriales","Kribbellaceae","Kribbella","Kribbella antibiotica"
"51662","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Pimelobacter","Pimelobacter sp."
"185243","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Propionicimonas","Propionicimonas paludicola"
"1640342","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Arthrobacter","Arthrobacter sp. MAKA63"
"376808","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Arthrobacter","Arthrobacter sp. IN13"
"121606","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Arthrobacter","Arthrobacter sp. FHP1"
"110649","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Arthrobacter","Arthrobacter sp. 'SMCC ZAT014'"
"1267782","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Arthrobacter","Arthrobacter sp. LH5"
"153502","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Arthrobacter","Arthrobacter sp. 1IN"
"754215","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Arthrobacter","Arthrobacter sp. PF82"
"209589","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Arthrobacter","Arthrobacter sp. BP2"
"110641","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Arthrobacter","Arthrobacter sp. 'SMCC G991'"
"110637","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Arthrobacter","Arthrobacter sp. 'SMCC G980'"
"670078","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Arthrobacter","Arthrobacter livingstonensis"
"409290","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Arthrobacter","Arthrobacter oryzae"
"158897","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Pseudarthrobacter","Pseudarthrobacter scleromae"
"1811305","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Micrococcus","Micrococcus sp. ALBL_223"
"37923","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Rothia","Rothia kristinae"
"57494","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Nesterenkonia",NA
"37922","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Nesterenkonia","Nesterenkonia halobia"
"211146","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Paenarthrobacter","Paenarthrobacter nitroguajacolicus"
"344165","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium pumilum"
"415214","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium awajiense"
"36806","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium dextranolyticum"
"668875","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Curtobacterium","Curtobacterium sp. 1b-11 (14)"
"2036","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Curtobacterium","Curtobacterium citreum"
"205941","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Salinibacterium","Salinibacterium amurskyense"
"1316701","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae",NA,"Microbacteriaceae bacterium AFLP138"
"123320","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Okibacterium","Okibacterium fritillariae"
"1365628","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Canibacter","Canibacter oris"
"285079","Actinobacteria","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas","Cellulomonas parahominis"
"290372","Actinobacteria","Actinobacteria","Micrococcales","Jonesiaceae","Jonesia","Jonesia sp. SC06"
"1000026","Actinobacteria","Actinobacteria","Micrococcales",NA,NA,"Micrococcineae bacterium 9.2-BP"
"545047","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium sp. FL04-42-151SpA"
"504132","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium sp. Clinical_450"
"545048","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium sp. FL04-42-158A"
"455770","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium sp. WT05"
"44750","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium auris"
"326401","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Rhodococcus","Rhodococcus sp. TFB"
"38312","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Rhodococcus","Rhodococcus rhodnii"
"209246","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Nocardia","Nocardia inohanensis"
"225051","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Nocardia","Nocardia alba"
"279262","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Nocardia","Nocardia mexicana"
"1592546","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Williamsia","Williamsia sp. ArthrH51"
"263908","Actinobacteria","Actinobacteria","Corynebacteriales","Gordoniaceae","Gordonia","Gordonia effusa"
"44753","Actinobacteria","Actinobacteria","Corynebacteriales","Tsukamurellaceae","Tsukamurella","Tsukamurella spumae"
"1775133","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. YC512"
"1206848","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. OAct 113"
"643403","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. MK730-62F2"
"1415557","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. WM6378"
"1415550","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. NRRL B-16215"
"212782","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. EN6"
"1245512","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. XZQH13"
"435973","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. AA50"
"1279379","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. ZZY-2013"
"1035052","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. SCSIO 01127"
"516179","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. ID05-A0135"
"1187849","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. X335"
"295105","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. MC1"
"563565","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. 13661T"
"66894","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces griseobrunneus"
"67338","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces olivoviridis"
"415721","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces synnematoformans"
"28044","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces longisporoflavus"
"66428","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces parvus"
"1923","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces phaeochromogenes"
"28893","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces pilosus"
"59299","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces thermocarboxydus"
"68185","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces chrestomyceticus"
"33902","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces roseofulvus"
"285471","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces roseogriseus"
"66876","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces chattanoogensis"
"66892","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces gardneri"
"285558","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces carpaticus"
"335379","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Amycolatopsis","uncultured Amycolatopsis sp."
"330084","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Amycolatopsis","Amycolatopsis jejuensis"
"103441","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia","Pseudonocardia spinosispora"
"1816","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Actinokineospora","Actinokineospora fastidiosa"
"1911417","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Crossiella","Crossiella sp."
"37926","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Thermocrispum","Thermocrispum municipale"
"1187853","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonospora","Micromonospora sp. S2508B"
"709860","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonospora","Micromonospora luteifusca"
"585461","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Asanoa","uncultured Asanoa sp."
"1665376","Actinobacteria","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Actinomadura","Actinomadura sp. PMpostmon22"
"58110","Actinobacteria","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Actinomadura","Actinomadura viridis"
"58109","Actinobacteria","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Actinocorallia","Actinocorallia herbida"
"111797","Actinobacteria","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Spirillospora","Spirillospora rubra"
"37484","Actinobacteria","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Nonomuraea","Nonomuraea helvata"
"1144553","Actinobacteria","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Nonomuraea","Nonomuraea solani"
"714136","Actinobacteria","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Nonomuraea","Nonomuraea endophytica"
"46172","Actinobacteria","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Nonomuraea","Nonomuraea angiospora"
"1237062","Actinobacteria","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Streptosporangium","Streptosporangium sp. ACTYS6"
"46190","Actinobacteria","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Streptosporangium","Streptosporangium vulgare"
"568846","Actinobacteria","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Microbispora","Microbispora sp. 211024"
"192109","Actinobacteria","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Microbispora","Microbispora sp. V2"
"1460882","Actinobacteria","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Microbispora","Microbispora bryophytorum"
"280237","Actinobacteria","Actinobacteria","Streptosporangiales","Nocardiopsaceae","Nocardiopsis","Nocardiopsis rosea"
"537276","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium sp. DJF_WC44"
"1004583","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Neoscardovia","Neoscardovia arbecensis"
"422299","Actinobacteria","Actinobacteria","Glycomycetales","Glycomycetaceae","Glycomyces","Glycomyces sp. TFS 231"
"1500460","Actinobacteria","Actinobacteria","Actinopolysporales","Actinopolysporaceae","Actinopolyspora","Actinopolyspora sp. H259"
"572010","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Slackia","Slackia isoflavoniconvertens"
"1977263","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Enterorhabdus","Enterorhabdus sp."
"185139","Actinobacteria","Rubrobacteria","Rubrobacterales","Rubrobacteraceae","Rubrobacter","Rubrobacter taiwanensis"
"392832","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium sp. V410"
"243634","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium sp. rennanqilfy33"
"1749067","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium sp. ASH024"
"105326","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium sp. 38"
"704121","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium sp. C5S18"
"1520678","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium sp. C48"
"301904","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium sp. MLG245"
"237507","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium sp. Kas301-1"
"1417850","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium sp. 6WB"
"1417848","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium sp. 24B"
"986750","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium sp. enrichment culture clone HT12"
"986781","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium sp. enrichment culture clone NHT13"
"420412","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium tepidiprofundi"
"83340","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium nitritogenes"
"100174","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium peptidivorans"
"1536","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Hathewaya","Hathewaya limosa"
"1289517","Firmicutes","Clostridia","Clostridiales","Clostridiaceae",NA,"Clostridiaceae bacterium BEN9"
"1008890","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Candidatus Arthromitus","uncultured Candidatus Arthromitus sp."
"171003","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Caloranaerobacter",NA
"397291","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,"Lachnospiraceae bacterium A4"
"1394837","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,"Lachnospiraceae bacterium CG17"
"537277","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus","Coprococcus sp. DJF_B005"
"1394775","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Pseudobutyrivibrio","Pseudobutyrivibrio sp. CA16"
"180311","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Hespellia","Hespellia stercorisuis"
"51123","Firmicutes","Clostridia","Clostridiales","Clostridiales Family XIII. Incertae Sedis",NA,"[Eubacterium] saphenum"
"1689141","Firmicutes","Clostridia","Clostridiales","Clostridiales Family IV. Incertae Sedis",NA,"uncultured Clostridiales Family IV bacterium"
"1743150","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ethanoligenens","Ethanoligenens sp. enrichment culture"
"1257","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Peptostreptococcus",NA
"36841","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Terrisporobacter","Terrisporobacter glycolicus"
"1607795","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Desulfotomaculum","Desulfotomaculum sp. enrichment culture"
"1489998","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Desulfotomaculum","Desulfotomaculum sp. enrichment culture clone AD_hydA_43"
"904961","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Desulfurispora","uncultured Desulfurispora sp."
"712939","Firmicutes","Clostridia","Clostridiales",NA,NA,"Clostridiales bacterium oral taxon 075"
"29353","Firmicutes","Clostridia","Clostridiales","Hungateiclostridiaceae","Hungateiclostridium","Hungateiclostridium aldrichii"
"1499","Firmicutes","Clostridia","Clostridiales","Hungateiclostridiaceae","Ruminiclostridium","Ruminiclostridium josui"
"108328","Firmicutes","Clostridia","Clostridiales","Proteinivoraceae","Anaerobranca","Anaerobranca gottschalkii"
"1615759","Firmicutes","Clostridia","Thermoanaerobacterales","Thermoanaerobacteraceae","Thermoanaerobacter","Thermoanaerobacter sp. enrichment culture"
"335987","Firmicutes","Clostridia","Thermoanaerobacterales","Thermoanaerobacteraceae","Thermacetogenium","uncultured Thermacetogenium sp."
"2044939","Firmicutes","Clostridia",NA,NA,NA,"Clostridia bacterium"
"513308","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Carnobacterium","Carnobacterium sp. A"
"524293","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Carnobacterium","Carnobacterium sp. WFPIS001"
"2752","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Carnobacterium","Carnobacterium funditum"
"28230","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Carnobacterium","Carnobacterium alterfunditum"
"545534","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Carnobacterium","Carnobacterium jeotgali"
"137733","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Granulicatella","Granulicatella balaenopterae"
"610251","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","Lactococcus fujiensis"
"762845","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus rivorum"
"1131292","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus ureilyticus"
"1077675","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus plantarum"
"71451","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus malodoratus"
"317010","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus canintestini"
"214095","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus canis"
"189676","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Vagococcus","uncultured Vagococcus sp."
"1889241","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Vagococcus","Vagococcus humatus"
"2508885","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Vagococcus","Vagococcus silagei"
"479974","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Tetragenococcus","uncultured Tetragenococcus sp."
"2604684","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus sp. NSH-2019"
"1519340","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus sp. Lp8"
"305793","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Companilactobacillus","Companilactobacillus nantensis"
"194326","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Companilactobacillus","Companilactobacillus versmoldensis"
"396268","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Limosilactobacillus","Lactobacillus secaliphilus"
